Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
katalonTest,Chrome 74.0.3729.131,,2019-05-02 22:34:22,2019-05-02 22:37:46,3m - 23.626s,FAILED
,,,,,,
Test Cases/addPost,Chrome 74.0.3729.131,,2019-05-02 22:34:22,2019-05-02 22:34:50,27.811s,FAILED
"openBrowser("""")",Chrome 74.0.3729.131,,2019-05-02 22:34:23,2019-05-02 22:34:29,6.359s,PASSED
"navigateToUrl(""http://localhost:8080/login"")",Chrome 74.0.3729.131,,2019-05-02 22:34:29,2019-05-02 22:34:30,0.362s,PASSED
"setText(findTestObject(""Object Repository/Page_Spring Security Tutorial/input_Welcome_name (2)""), ""testCase"")",Chrome 74.0.3729.131,,2019-05-02 22:34:30,2019-05-02 22:34:30,0.237s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Spring Security Tutorial/input_Welcome_password (2)""), ""k5M9B2M38/NbP4F7W5R/fg=="")",Chrome 74.0.3729.131,,2019-05-02 22:34:30,2019-05-02 22:34:30,0.209s,PASSED
"click(findTestObject(""1/button_Login""))",Chrome 74.0.3729.131,,2019-05-02 22:34:30,2019-05-02 22:34:30,0.349s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Spring Security Tutorial/input_Welcome_password (2)""), Keys.chord(ENTER))",Chrome 74.0.3729.131,,2019-05-02 22:34:30,2019-05-02 22:34:30,0.003s,NOT_RUN
"click(findTestObject(""Object Repository/Page_Spring Security Tutorial/a_Hardware        Le physique""))",Chrome 74.0.3729.131,,2019-05-02 22:34:30,2019-05-02 22:34:50,19.873s,FAILED
,,,,,,
Test Cases/addTopic,Chrome 74.0.3729.131,,2019-05-02 22:34:50,2019-05-02 22:35:02,11.505s,PASSED
"openBrowser("""")",Chrome 74.0.3729.131,,2019-05-02 22:34:51,2019-05-02 22:34:55,4.247s,PASSED
"navigateToUrl(""http://localhost:8080/login"")",Chrome 74.0.3729.131,,2019-05-02 22:34:55,2019-05-02 22:34:55,0.545s,PASSED
"setText(findTestObject(""Object Repository/Page_Spring Security Tutorial/input_Welcome_name (3)""), ""user2"")",Chrome 74.0.3729.131,,2019-05-02 22:34:55,2019-05-02 22:34:55,0.144s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Spring Security Tutorial/input_Welcome_password (3)""), ""jEDueeLlpJI="")",Chrome 74.0.3729.131,,2019-05-02 22:34:55,2019-05-02 22:34:56,0.129s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Spring Security Tutorial/input_Welcome_password (3)""), Keys.chord(ENTER))",Chrome 74.0.3729.131,,2019-05-02 22:34:56,2019-05-02 22:34:56,0.001s,NOT_RUN
"click(findTestObject(""1/button_Login""))",Chrome 74.0.3729.131,,2019-05-02 22:34:56,2019-05-02 22:34:57,1.164s,PASSED
"click(findTestObject(""Object Repository/Page_Spring Security Tutorial/div_Hardware""))",Chrome 74.0.3729.131,,2019-05-02 22:34:57,2019-05-02 22:34:58,1.628s,PASSED
"click(findTestObject(""Object Repository/Page_My subforum/h5_testTopic""))",Chrome 74.0.3729.131,,2019-05-02 22:34:58,2019-05-02 22:34:59,0.762s,PASSED
"setText(findTestObject(""Object Repository/Page_Spring Security Tutorial/input_Title_title""), ""Test Post"")",Chrome 74.0.3729.131,,2019-05-02 22:34:59,2019-05-02 22:34:59,0.214s,PASSED
"click(findTestObject(""Object Repository/Page_Spring Security Tutorial/p""))",Chrome 74.0.3729.131,,2019-05-02 22:34:59,2019-05-02 22:34:59,0.089s,PASSED
"setText(findTestObject(""Object Repository/Page_Spring Security Tutorial/div_post content""), ""<p style="""">post content </p>"")",Chrome 74.0.3729.131,,2019-05-02 22:34:59,2019-05-02 22:35:00,0.358s,PASSED
"setText(findTestObject(""Object Repository/Page_Spring Security Tutorial/div_post content dwdwad""), ""<h1 style="""">post content dw</h1><p style="""">dwad</p>"")",Chrome 74.0.3729.131,,2019-05-02 22:35:00,2019-05-02 22:35:00,0.440s,PASSED
"click(findTestObject(""Object Repository/Page_Spring Security Tutorial/button_Submit""))",Chrome 74.0.3729.131,,2019-05-02 22:35:00,2019-05-02 22:35:02,1.397s,PASSED
"click(findTestObject(""Object Repository/Page_Spring Security Tutorial/h4_Test Post""))",Chrome 74.0.3729.131,,2019-05-02 22:35:02,2019-05-02 22:35:02,0.082s,PASSED
,,,,,,
Test Cases/alreadyRegisteredUser,Chrome 74.0.3729.131,,2019-05-02 22:35:02,2019-05-02 22:35:09,6.815s,PASSED
"openBrowser("""")",Chrome 74.0.3729.131,,2019-05-02 22:35:02,2019-05-02 22:35:07,4.650s,PASSED
"navigateToUrl(""http://localhost:8080/registration"")",Chrome 74.0.3729.131,,2019-05-02 22:35:07,2019-05-02 22:35:08,1.279s,PASSED
"setText(findTestObject(""Object Repository/Page_Registration Form/input_Registration Form_name""), ""testCase"")",Chrome 74.0.3729.131,,2019-05-02 22:35:08,2019-05-02 22:35:08,0.147s,PASSED
"setText(findTestObject(""Object Repository/Page_Registration Form/input_Registration Form_email""), ""test@mail.com"")",Chrome 74.0.3729.131,,2019-05-02 22:35:08,2019-05-02 22:35:08,0.152s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Registration Form/input_Registration Form_password""), ""k5M9B2M38/NbP4F7W5R/fg=="")",Chrome 74.0.3729.131,,2019-05-02 22:35:08,2019-05-02 22:35:08,0.120s,PASSED
"click(findTestObject(""Object Repository/Page_Registration Form/button_Register User""))",Chrome 74.0.3729.131,,2019-05-02 22:35:08,2019-05-02 22:35:08,0.177s,PASSED
"click(findTestObject(""Object Repository/Page_Registration Form/label_There is already a user registered with the name provided""))",Chrome 74.0.3729.131,,2019-05-02 22:35:08,2019-05-02 22:35:09,0.078s,PASSED
,,,,,,
Test Cases/LoginNotRegistered,Chrome 74.0.3729.131,,2019-05-02 22:35:09,2019-05-02 22:35:15,5.984s,PASSED
